id,name,file_path
6091362926688991061,test_independent_recompute_matches,tests/test_engine.py
6129851478030161522,test_audit_chain_appends_and_verifies,tests/test_engine.py
3802790403761273020,test_audit_chain_detects_tampering,tests/test_engine.py
8786728380294671153,test_precedent_surfaces_contradiction,tests/test_engine.py
2455015571288494617,test_contradiction_signature_matches_live_blast,tests/test_engine.py
6859216865133875861,_completed,tests/test_orbit_cli.py
3109190366436110188,CommandFormTests,tests/test_orbit_cli.py
7731636988390240089,setUp,tests/test_orbit_cli.py
8471240115619468328,test_missing_binary_degrades_gracefully,tests/test_orbit_cli.py
1780799417388543906,test_canonical_command_form_for_sql,tests/test_orbit_cli.py
8992245026160261238,fake_run,tests/test_orbit_cli.py
7483697689796864172,test_canonical_command_form_for_schema_table,tests/test_orbit_cli.py
8951397016447446811,fake_run,tests/test_orbit_cli.py
8785112392531339164,ExecutionResultTests,tests/test_orbit_cli.py
2407612719320391174,setUp,tests/test_orbit_cli.py
1139221240120664683,test_sql_success_parses_json_array,tests/test_orbit_cli.py
3830025592742277214,test_sql_nonzero_exit_is_not_ok,tests/test_orbit_cli.py
8784462313559349017,test_timeout_is_caught,tests/test_orbit_cli.py
9065988799850895260,boom,tests/test_orbit_cli.py
6532570479740606375,test_oserror_is_caught,tests/test_orbit_cli.py
3887576185839227926,ParseRowsTests,tests/test_orbit_cli.py
8864103862908568987,test_json_array,tests/test_orbit_cli.py
4755484895679024533,test_ndjson,tests/test_orbit_cli.py
1774788296248204985,test_pipe_table,tests/test_orbit_cli.py
2262017075246319737,test_whitespace_table_skips_rule_lines,tests/test_orbit_cli.py
9167430580887254589,test_empty_returns_none,tests/test_orbit_cli.py
1620758858155408406,test_unparseable_returns_none,tests/test_orbit_cli.py
330041090382019951,TranscriptTests,tests/test_orbit_cli.py
4229118075949173982,setUp,tests/test_orbit_cli.py
5870345008822695711,test_transcript_is_bounded,tests/test_orbit_cli.py
1796779127474932566,test_transcript_lines_render,tests/test_orbit_cli.py
7588691507531355333,test_status_entry_is_serialisable_and_secret_free,tests/test_orbit_cli.py
1126612644552447614,wired,tests/test_skill.py
7446542423404855046,get_json,tests/test_skill.py
7401933855113500698,post_json,tests/test_skill.py
5134329000890034036,test_workflow_runs_and_surfaces_contradiction,tests/test_skill.py
7984010746485397623,test_workflow_records_a_verifiable_decision,tests/test_skill.py
1155643099179643194,test_decision_requires_reviewer_and_reason,tests/test_skill.py
8155455061164093560,test_unknown_symbol_is_reported_not_invented,tests/test_skill.py
